seed,transition,evals_per_agent,stat_id,l1
2,age_swap,1000,stat_00,396.0
2,age_swap,1000,stat_01,390.0
2,age_swap,1000,stat_02,229.0
2,age_swap,1000,stat_03,867.0
2,age_swap,1000,stat_04,713.0
2,age_swap,1000,stat_05,45.0
2,age_swap,1000,stat_06,0.0
2,age_swap,1000,stat_07,85.0
2,age_swap,1000,stat_08,70.0
2,age_swap,1000,stat_09,369.0
2,age_swap,1000,stat_10,186.0
2,age_swap,1000,stat_11,109.0
2,age_swap,1000,stat_12,62.0
2,age_swap,1000,stat_13,110.0
2,age_swap,1000,stat_14,105.0
2,age_swap,1000,stat_15,102.0
2,age_swap,1000,stat_16,77.0
2,age_swap,1000,stat_17,38.0
2,age_swap,1000,stat_18,36.0
2,age_swap,1000,stat_19,88.0
2,age_swap,1000,stat_20,92.0
2,age_swap,1000,stat_21,102.0
2,age_swap,1000,stat_22,140.0
2,age_change,2000,stat_00,374.0
2,age_change,2000,stat_01,310.0
2,age_change,2000,stat_02,132.0
2,age_change,2000,stat_03,789.0
2,age_change,2000,stat_04,623.0
2,age_change,2000,stat_05,45.0
2,age_change,2000,stat_06,0.0
2,age_change,2000,stat_07,85.0
2,age_change,2000,stat_08,70.0
2,age_change,2000,stat_09,269.0
2,age_change,2000,stat_10,126.0
2,age_change,2000,stat_11,91.0
2,age_change,2000,stat_12,38.0
2,age_change,2000,stat_13,62.0
2,age_change,2000,stat_14,53.0
2,age_change,2000,stat_15,102.0
2,age_change,2000,stat_16,77.0
2,age_change,2000,stat_17,38.0
2,age_change,2000,stat_18,12.0
2,age_change,2000,stat_19,86.0
2,age_change,2000,stat_20,84.0
2,age_change,2000,stat_21,88.0
2,age_change,2000,stat_22,120.0
2,age_swap,2000,stat_00,396.0
2,age_swap,2000,stat_01,390.0
2,age_swap,2000,stat_02,229.0
2,age_swap,2000,stat_03,867.0
2,age_swap,2000,stat_04,713.0
2,age_swap,2000,stat_05,45.0
2,age_swap,2000,stat_06,0.0
2,age_swap,2000,stat_07,85.0
2,age_swap,2000,stat_08,70.0
2,age_swap,2000,stat_09,369.0
2,age_swap,2000,stat_10,186.0
2,age_swap,2000,stat_11,109.0
2,age_swap,2000,stat_12,62.0
2,age_swap,2000,stat_13,110.0
2,age_swap,2000,stat_14,105.0
2,age_swap,2000,stat_15,102.0
2,age_swap,2000,stat_16,77.0
2,age_swap,2000,stat_17,38.0
2,age_swap,2000,stat_18,36.0
2,age_swap,2000,stat_19,88.0
2,age_swap,2000,stat_20,92.0
2,age_swap,2000,stat_21,102.0
2,age_swap,2000,stat_22,140.0
2,age_change,4000,stat_00,374.0
2,age_change,4000,stat_01,310.0
2,age_change,4000,stat_02,132.0
2,age_change,4000,stat_03,789.0
2,age_change,4000,stat_04,623.0
2,age_change,4000,stat_05,45.0
2,age_change,4000,stat_06,0.0
2,age_change,4000,stat_07,85.0
2,age_change,4000,stat_08,70.0
2,age_change,4000,stat_09,269.0
2,age_change,4000,stat_10,126.0
2,age_change,4000,stat_11,91.0
2,age_change,4000,stat_12,38.0
2,age_change,4000,stat_13,62.0
2,age_change,4000,stat_14,53.0
2,age_change,4000,stat_15,102.0
2,age_change,4000,stat_16,77.0
2,age_change,4000,stat_17,38.0
2,age_change,4000,stat_18,12.0
2,age_change,4000,stat_19,86.0
2,age_change,4000,stat_20,84.0
2,age_change,4000,stat_21,88.0
2,age_change,4000,stat_22,120.0
2,age_swap,4000,stat_00,396.0
2,age_swap,4000,stat_01,390.0
2,age_swap,4000,stat_02,229.0
2,age_swap,4000,stat_03,867.0
2,age_swap,4000,stat_04,713.0
2,age_swap,4000,stat_05,45.0
2,age_swap,4000,stat_06,0.0
2,age_swap,4000,stat_07,85.0
2,age_swap,4000,stat_08,70.0
2,age_swap,4000,stat_09,369.0
2,age_swap,4000,stat_10,186.0
2,age_swap,4000,stat_11,109.0
2,age_swap,4000,stat_12,62.0
2,age_swap,4000,stat_13,110.0
2,age_swap,4000,stat_14,105.0
2,age_swap,4000,stat_15,102.0
2,age_swap,4000,stat_16,77.0
2,age_swap,4000,stat_17,38.0
2,age_swap,4000,stat_18,36.0
2,age_swap,4000,stat_19,88.0
2,age_swap,4000,stat_20,92.0
2,age_swap,4000,stat_21,102.0
2,age_swap,4000,stat_22,140.0
3,age_change,1000,stat_00,374.0
3,age_change,1000,stat_01,310.0
3,age_change,1000,stat_02,130.0
3,age_change,1000,stat_03,791.0
3,age_change,1000,stat_04,611.0
3,age_change,1000,stat_05,45.0
3,age_change,1000,stat_06,0.0
3,age_change,1000,stat_07,85.0
3,age_change,1000,stat_08,70.0
3,age_change,1000,stat_09,253.0
3,age_change,1000,stat_10,142.0
3,age_change,1000,stat_11,85.0
3,age_change,1000,stat_12,44.0
3,age_change,1000,stat_13,53.0
3,age_change,1000,stat_14,62.0
3,age_change,1000,stat_15,99.0
3,age_change,1000,stat_16,80.0
3,age_change,1000,stat_17,40.0
3,age_change,1000,stat_18,10.0
3,age_change,1000,stat_19,83.0
3,age_change,1000,stat_20,87.0
3,age_change,1000,stat_21,89.0
3,age_change,1000,stat_22,119.0
3,age_swap,1000,stat_00,396.0
3,age_swap,1000,stat_01,390.0
3,age_swap,1000,stat_02,230.0
3,age_swap,1000,stat_03,875.0
3,age_swap,1000,stat_04,709.0
3,age_swap,1000,stat_05,45.0
3,age_swap,1000,stat_06,0.0
3,age_swap,1000,stat_07,85.0
3,age_swap,1000,stat_08,70.0
3,age_swap,1000,stat_09,353.0
3,age_swap,1000,stat_10,202.0
3,age_swap,1000,stat_11,115.0
3,age_swap,1000,stat_12,56.0
3,age_swap,1000,stat_13,121.0
3,age_swap,1000,stat_14,94.0
3,age_swap,1000,stat_15,99.0
3,age_swap,1000,stat_16,80.0
3,age_swap,1000,stat_17,40.0
3,age_swap,1000,stat_18,34.0
3,age_swap,1000,stat_19,91.0
3,age_swap,1000,stat_20,89.0
3,age_swap,1000,stat_21,103.0
3,age_swap,1000,stat_22,139.0
3,age_change,2000,stat_00,374.0
3,age_change,2000,stat_01,310.0
3,age_change,2000,stat_02,130.0
3,age_change,2000,stat_03,791.0
3,age_change,2000,stat_04,611.0
3,age_change,2000,stat_05,45.0
3,age_change,2000,stat_06,0.0
3,age_change,2000,stat_07,85.0
3,age_change,2000,stat_08,70.0
3,age_change,2000,stat_09,253.0
3,age_change,2000,stat_10,142.0
3,age_change,2000,stat_11,85.0
3,age_change,2000,stat_12,44.0
3,age_change,2000,stat_13,53.0
3,age_change,2000,stat_14,62.0
3,age_change,2000,stat_15,99.0
3,age_change,2000,stat_16,80.0
3,age_change,2000,stat_17,40.0
3,age_change,2000,stat_18,10.0
3,age_change,2000,stat_19,83.0
3,age_change,2000,stat_20,87.0
3,age_change,2000,stat_21,89.0
3,age_change,2000,stat_22,119.0
3,age_swap,2000,stat_00,396.0
3,age_swap,2000,stat_01,390.0
3,age_swap,2000,stat_02,230.0
3,age_swap,2000,stat_03,875.0
3,age_swap,2000,stat_04,709.0
3,age_swap,2000,stat_05,45.0
3,age_swap,2000,stat_06,0.0
3,age_swap,2000,stat_07,85.0
3,age_swap,2000,stat_08,70.0
3,age_swap,2000,stat_09,353.0
3,age_swap,2000,stat_10,202.0
3,age_swap,2000,stat_11,115.0
3,age_swap,2000,stat_12,56.0
3,age_swap,2000,stat_13,121.0
3,age_swap,2000,stat_14,94.0
3,age_swap,2000,stat_15,99.0
3,age_swap,2000,stat_16,80.0
3,age_swap,2000,stat_17,40.0
3,age_swap,2000,stat_18,34.0
3,age_swap,2000,stat_19,91.0
3,age_swap,2000,stat_20,89.0
3,age_swap,2000,stat_21,103.0
3,age_swap,2000,stat_22,139.0
3,age_change,4000,stat_00,374.0
3,age_change,4000,stat_01,310.0
3,age_change,4000,stat_02,130.0
3,age_change,4000,stat_03,791.0
3,age_change,4000,stat_04,611.0
3,age_change,4000,stat_05,45.0
3,age_change,4000,stat_06,0.0
3,age_change,4000,stat_07,85.0
3,age_change,4000,stat_08,70.0
3,age_change,4000,stat_09,253.0
3,age_change,4000,stat_10,142.0
3,age_change,4000,stat_11,85.0
3,age_change,4000,stat_12,44.0
3,age_change,4000,stat_13,53.0
3,age_change,4000,stat_14,62.0
3,age_change,4000,stat_15,99.0
3,age_change,4000,stat_16,80.0
3,age_change,4000,stat_17,40.0
3,age_change,4000,stat_18,10.0
3,age_change,4000,stat_19,83.0
3,age_change,4000,stat_20,87.0
3,age_change,4000,stat_21,89.0
3,age_change,4000,stat_22,119.0
3,age_swap,4000,stat_00,396.0
3,age_swap,4000,stat_01,390.0
3,age_swap,4000,stat_02,230.0
3,age_swap,4000,stat_03,875.0
3,age_swap,4000,stat_04,709.0
3,age_swap,4000,stat_05,45.0
3,age_swap,4000,stat_06,0.0
3,age_swap,4000,stat_07,85.0
3,age_swap,4000,stat_08,70.0
3,age_swap,4000,stat_09,353.0
3,age_swap,4000,stat_10,202.0
3,age_swap,4000,stat_11,115.0
3,age_swap,4000,stat_12,56.0
3,age_swap,4000,stat_13,121.0
3,age_swap,4000,stat_14,94.0
3,age_swap,4000,stat_15,99.0
3,age_swap,4000,stat_16,80.0
3,age_swap,4000,stat_17,40.0
3,age_swap,4000,stat_18,34.0
3,age_swap,4000,stat_19,91.0
3,age_swap,4000,stat_20,89.0
3,age_swap,4000,stat_21,103.0
3,age_swap,4000,stat_22,139.0
4,age_change,1000,stat_00,374.0
4,age_change,1000,stat_01,310.0
4,age_change,1000,stat_02,130.0
4,age_change,1000,stat_03,754.0
4,age_change,1000,stat_04,646.0
4,age_change,1000,stat_05,45.0
4,age_change,1000,stat_06,0.0
4,age_change,1000,stat_07,85.0
4,age_change,1000,stat_08,70.0
4,age_change,1000,stat_09,240.0
4,age_change,1000,stat_10,155.0
4,age_change,1000,stat_11,89.0
4,age_change,1000,stat_12,40.0
4,age_change,1000,stat_13,61.0
4,age_change,1000,stat_14,54.0
4,age_change,1000,stat_15,99.0
4,age_change,1000,stat_16,80.0
4,age_change,1000,stat_17,36.0
4,age_change,1000,stat_18,14.0
4,age_change,1000,stat_19,80.0
4,age_change,1000,stat_20,90.0
4,age_change,1000,stat_21,88.0
4,age_change,1000,stat_22,120.0
4,age_swap,1000,stat_00,396.0
4,age_swap,1000,stat_01,390.0
4,age_swap,1000,stat_02,230.0
4,age_swap,1000,stat_03,840.0
4,age_swap,1000,stat_04,734.0
4,age_swap,1000,stat_05,45.0
4,age_swap,1000,stat_06,0.0
4,age_swap,1000,stat_07,85.0
4,age_swap,1000,stat_08,70.0
4,age_swap,1000,stat_09,340.0
4,age_swap,1000,stat_10,215.0
4,age_swap,1000,stat_11,105.0
4,age_swap,1000,stat_12,66.0
4,age_swap,1000,stat_13,111.0
4,age_swap,1000,stat_14,104.0
4,age_swap,1000,stat_15,99.0
4,age_swap,1000,stat_16,80.0
4,age_swap,1000,stat_17,36.0
4,age_swap,1000,stat_18,38.0
4,age_swap,1000,stat_19,86.0
4,age_swap,1000,stat_20,94.0
4,age_swap,1000,stat_21,104.0
4,age_swap,1000,stat_22,138.0
4,age_change,2000,stat_00,374.0
4,age_change,2000,stat_01,310.0
4,age_change,2000,stat_02,130.0
4,age_change,2000,stat_03,754.0
4,age_change,2000,stat_04,646.0
4,age_change,2000,stat_05,45.0
4,age_change,2000,stat_06,0.0
4,age_change,2000,stat_07,85.0
4,age_change,2000,stat_08,70.0
4,age_change,2000,stat_09,240.0
4,age_change,2000,stat_10,155.0
4,age_change,2000,stat_11,89.0
4,age_change,2000,stat_12,40.0
4,age_change,2000,stat_13,61.0
4,age_change,2000,stat_14,54.0
4,age_change,2000,stat_15,99.0
4,age_change,2000,stat_16,80.0
4,age_change,2000,stat_17,36.0
4,age_change,2000,stat_18,14.0
4,age_change,2000,stat_19,80.0
4,age_change,2000,stat_20,90.0
4,age_change,2000,stat_21,88.0
4,age_change,2000,stat_22,120.0
4,age_swap,2000,stat_00,396.0
4,age_swap,2000,stat_01,390.0
4,age_swap,2000,stat_02,230.0
4,age_swap,2000,stat_03,840.0
4,age_swap,2000,stat_04,734.0
4,age_swap,2000,stat_05,45.0
4,age_swap,2000,stat_06,0.0
4,age_swap,2000,stat_07,85.0
4,age_swap,2000,stat_08,70.0
4,age_swap,2000,stat_09,340.0
4,age_swap,2000,stat_10,215.0
4,age_swap,2000,stat_11,105.0
4,age_swap,2000,stat_12,66.0
4,age_swap,2000,stat_13,111.0
4,age_swap,2000,stat_14,104.0
4,age_swap,2000,stat_15,99.0
4,age_swap,2000,stat_16,80.0
4,age_swap,2000,stat_17,36.0
4,age_swap,2000,stat_18,38.0
4,age_swap,2000,stat_19,86.0
4,age_swap,2000,stat_20,94.0
4,age_swap,2000,stat_21,104.0
4,age_swap,2000,stat_22,138.0
4,age_change,4000,stat_00,374.0
4,age_change,4000,stat_01,310.0
4,age_change,4000,stat_02,130.0
4,age_change,4000,stat_03,754.0
4,age_change,4000,stat_04,646.0
4,age_change,4000,stat_05,45.0
4,age_change,4000,stat_06,0.0
4,age_change,4000,stat_07,85.0
4,age_change,4000,stat_08,70.0
4,age_change,4000,stat_09,240.0
4,age_change,4000,stat_10,155.0
4,age_change,4000,stat_11,89.0
4,age_change,4000,stat_12,40.0
4,age_change,4000,stat_13,61.0
4,age_change,4000,stat_14,54.0
4,age_change,4000,stat_15,99.0
4,age_change,4000,stat_16,80.0
4,age_change,4000,stat_17,36.0
4,age_change,4000,stat_18,14.0
4,age_change,4000,stat_19,80.0
4,age_change,4000,stat_20,90.0
4,age_change,4000,stat_21,88.0
4,age_change,4000,stat_22,120.0
4,age_swap,4000,stat_00,396.0
4,age_swap,4000,stat_01,390.0
4,age_swap,4000,stat_02,230.0
4,age_swap,4000,stat_03,840.0
4,age_swap,4000,stat_04,734.0
4,age_swap,4000,stat_05,45.0
4,age_swap,4000,stat_06,0.0
4,age_swap,4000,stat_07,85.0
4,age_swap,4000,stat_08,70.0
4,age_swap,4000,stat_09,340.0
4,age_swap,4000,stat_10,215.0
4,age_swap,4000,stat_11,105.0
4,age_swap,4000,stat_12,66.0
4,age_swap,4000,stat_13,111.0
4,age_swap,4000,stat_14,104.0
4,age_swap,4000,stat_15,99.0
4,age_swap,4000,stat_16,80.0
4,age_swap,4000,stat_17,36.0
4,age_swap,4000,stat_18,38.0
4,age_swap,4000,stat_19,86.0
4,age_swap,4000,stat_20,94.0
4,age_swap,4000,stat_21,104.0
4,age_swap,4000,stat_22,138.0
5,age_change,1000,stat_00,374.0
5,age_change,1000,stat_01,310.0
5,age_change,1000,stat_02,131.0
5,age_change,1000,stat_03,748.0
5,age_change,1000,stat_04,636.0
5,age_change,1000,stat_05,45.0
5,age_change,1000,stat_06,0.0
5,age_change,1000,stat_07,85.0
5,age_change,1000,stat_08,70.0
5,age_change,1000,stat_09,248.0
5,age_change,1000,stat_10,147.0
5,age_change,1000,stat_11,88.0
5,age_change,1000,stat_12,41.0
5,age_change,1000,stat_13,56.0
5,age_change,1000,stat_14,59.0
5,age_change,1000,stat_15,102.0
5,age_change,1000,stat_16,77.0
5,age_change,1000,stat_17,41.0
5,age_change,1000,stat_18,9.0
5,age_change,1000,stat_19,84.0
5,age_change,1000,stat_20,86.0
5,age_change,1000,stat_21,86.0
5,age_change,1000,stat_22,122.0
5,age_swap,1000,stat_00,396.0
5,age_swap,1000,stat_01,390.0
5,age_swap,1000,stat_02,230.0
5,age_swap,1000,stat_03,850.0
5,age_swap,1000,stat_04,734.0
5,age_swap,1000,stat_05,45.0
5,age_swap,1000,stat_06,0.0
5,age_swap,1000,stat_07,85.0
5,age_swap,1000,stat_08,70.0
5,age_swap,1000,stat_09,348.0
5,age_swap,1000,stat_10,207.0
5,age_swap,1000,stat_11,110.0
5,age_swap,1000,stat_12,61.0
5,age_swap,1000,stat_13,108.0
5,age_swap,1000,stat_14,107.0
5,age_swap,1000,stat_15,102.0
5,age_swap,1000,stat_16,77.0
5,age_swap,1000,stat_17,41.0
5,age_swap,1000,stat_18,33.0
5,age_swap,1000,stat_19,88.0
5,age_swap,1000,stat_20,92.0
5,age_swap,1000,stat_21,106.0
5,age_swap,1000,stat_22,136.0
5,age_change,2000,stat_00,374.0
5,age_change,2000,stat_01,310.0
5,age_change,2000,stat_02,131.0
5,age_change,2000,stat_03,748.0
5,age_change,2000,stat_04,636.0
5,age_change,2000,stat_05,45.0
5,age_change,2000,stat_06,0.0
5,age_change,2000,stat_07,85.0
5,age_change,2000,stat_08,70.0
5,age_change,2000,stat_09,248.0
5,age_change,2000,stat_10,147.0
5,age_change,2000,stat_11,88.0
5,age_change,2000,stat_12,41.0
5,age_change,2000,stat_13,56.0
5,age_change,2000,stat_14,59.0
5,age_change,2000,stat_15,102.0
5,age_change,2000,stat_16,77.0
5,age_change,2000,stat_17,41.0
5,age_change,2000,stat_18,9.0
5,age_change,2000,stat_19,84.0
5,age_change,2000,stat_20,86.0
5,age_change,2000,stat_21,86.0
5,age_change,2000,stat_22,122.0
5,age_swap,2000,stat_00,396.0
5,age_swap,2000,stat_01,390.0
5,age_swap,2000,stat_02,230.0
5,age_swap,2000,stat_03,850.0
5,age_swap,2000,stat_04,734.0
5,age_swap,2000,stat_05,45.0
5,age_swap,2000,stat_06,0.0
5,age_swap,2000,stat_07,85.0
5,age_swap,2000,stat_08,70.0
5,age_swap,2000,stat_09,348.0
5,age_swap,2000,stat_10,207.0
5,age_swap,2000,stat_11,110.0
5,age_swap,2000,stat_12,61.0
5,age_swap,2000,stat_13,108.0
5,age_swap,2000,stat_14,107.0
5,age_swap,2000,stat_15,102.0
5,age_swap,2000,stat_16,77.0
5,age_swap,2000,stat_17,41.0
5,age_swap,2000,stat_18,33.0
5,age_swap,2000,stat_19,88.0
5,age_swap,2000,stat_20,92.0
5,age_swap,2000,stat_21,106.0
5,age_swap,2000,stat_22,136.0
5,age_change,4000,stat_00,374.0
5,age_change,4000,stat_01,310.0
5,age_change,4000,stat_02,131.0
5,age_change,4000,stat_03,748.0
5,age_change,4000,stat_04,636.0
5,age_change,4000,stat_05,45.0
5,age_change,4000,stat_06,0.0
5,age_change,4000,stat_07,85.0
5,age_change,4000,stat_08,70.0
5,age_change,4000,stat_09,248.0
5,age_change,4000,stat_10,147.0
5,age_change,4000,stat_11,88.0
5,age_change,4000,stat_12,41.0
5,age_change,4000,stat_13,56.0
5,age_change,4000,stat_14,59.0
5,age_change,4000,stat_15,102.0
5,age_change,4000,stat_16,77.0
5,age_change,4000,stat_17,41.0
5,age_change,4000,stat_18,9.0
5,age_change,4000,stat_19,84.0
5,age_change,4000,stat_20,86.0
5,age_change,4000,stat_21,86.0
5,age_change,4000,stat_22,122.0
5,age_swap,4000,stat_00,396.0
5,age_swap,4000,stat_01,390.0
5,age_swap,4000,stat_02,230.0
5,age_swap,4000,stat_03,850.0
5,age_swap,4000,stat_04,734.0
5,age_swap,4000,stat_05,45.0
5,age_swap,4000,stat_06,0.0
5,age_swap,4000,stat_07,85.0
5,age_swap,4000,stat_08,70.0
5,age_swap,4000,stat_09,348.0
5,age_swap,4000,stat_10,207.0
5,age_swap,4000,stat_11,110.0
5,age_swap,4000,stat_12,61.0
5,age_swap,4000,stat_13,108.0
5,age_swap,4000,stat_14,107.0
5,age_swap,4000,stat_15,102.0
5,age_swap,4000,stat_16,77.0
5,age_swap,4000,stat_17,41.0
5,age_swap,4000,stat_18,33.0
5,age_swap,4000,stat_19,88.0
5,age_swap,4000,stat_20,92.0
5,age_swap,4000,stat_21,106.0
5,age_swap,4000,stat_22,136.0
