seed,transition,evals_per_agent,stat_id,l1
1,age_swap,2000,stat_12,12.0
1,age_swap,2000,stat_13,25.0
1,age_swap,2000,stat_14,18.0
1,age_swap,2000,stat_15,20.0
1,age_swap,2000,stat_16,16.0
1,age_swap,2000,stat_17,9.0
1,age_swap,2000,stat_18,7.0
1,age_swap,2000,stat_19,17.0
1,age_swap,2000,stat_20,19.0
1,age_swap,2000,stat_21,21.0
1,age_swap,2000,stat_22,27.0
2,age_change,500,stat_00,75.0
2,age_change,500,stat_01,62.0
2,age_change,500,stat_02,26.0
2,age_change,500,stat_03,151.0
2,age_change,500,stat_04,125.0
2,age_change,500,stat_05,9.0
2,age_change,500,stat_06,0.0
2,age_change,500,stat_07,17.0
2,age_change,500,stat_08,14.0
2,age_change,500,stat_09,55.0
2,age_change,500,stat_10,24.0
2,age_change,500,stat_11,18.0
2,age_change,500,stat_12,8.0
2,age_change,500,stat_13,10.0
2,age_change,500,stat_14,13.0
2,age_change,500,stat_15,19.0
2,age_change,500,stat_16,17.0
2,age_change,500,stat_17,11.0
2,age_change,500,stat_18,1.0
2,age_change,500,stat_19,17.0
2,age_change,500,stat_20,17.0
2,age_change,500,stat_21,18.0
2,age_change,500,stat_22,24.0
2,age_swap,500,stat_00,79.0
2,age_swap,500,stat_01,78.0
2,age_swap,500,stat_02,49.0
2,age_swap,500,stat_03,173.0
2,age_swap,500,stat_04,141.0
2,age_swap,500,stat_05,9.0
2,age_swap,500,stat_06,0.0
2,age_swap,500,stat_07,17.0
2,age_swap,500,stat_08,14.0
2,age_swap,500,stat_09,75.0
2,age_swap,500,stat_10,36.0
2,age_swap,500,stat_11,22.0
2,age_swap,500,stat_12,12.0
2,age_swap,500,stat_13,20.0
2,age_swap,500,stat_14,23.0
2,age_swap,500,stat_15,19.0
2,age_swap,500,stat_16,17.0
2,age_swap,500,stat_17,11.0
2,age_swap,500,stat_18,5.0
2,age_swap,500,stat_19,19.0
2,age_swap,500,stat_20,17.0
2,age_swap,500,stat_21,22.0
2,age_swap,500,stat_22,26.0
2,age_change,2000,stat_00,75.0
2,age_change,2000,stat_01,62.0
2,age_change,2000,stat_02,26.0
2,age_change,2000,stat_03,151.0
2,age_change,2000,stat_04,125.0
2,age_change,2000,stat_05,9.0
2,age_change,2000,stat_06,0.0
2,age_change,2000,stat_07,17.0
2,age_change,2000,stat_08,14.0
2,age_change,2000,stat_09,55.0
2,age_change,2000,stat_10,24.0
2,age_change,2000,stat_11,18.0
2,age_change,2000,stat_12,8.0
2,age_change,2000,stat_13,10.0
2,age_change,2000,stat_14,13.0
2,age_change,2000,stat_15,19.0
2,age_change,2000,stat_16,17.0
2,age_change,2000,stat_17,11.0
2,age_change,2000,stat_18,1.0
2,age_change,2000,stat_19,17.0
2,age_change,2000,stat_20,17.0
2,age_change,2000,stat_21,18.0
2,age_change,2000,stat_22,24.0
2,age_swap,2000,stat_00,79.0
2,age_swap,2000,stat_01,78.0
2,age_swap,2000,stat_02,49.0
2,age_swap,2000,stat_03,173.0
2,age_swap,2000,stat_04,141.0
2,age_swap,2000,stat_05,9.0
2,age_swap,2000,stat_06,0.0
2,age_swap,2000,stat_07,17.0
2,age_swap,2000,stat_08,14.0
2,age_swap,2000,stat_09,75.0
2,age_swap,2000,stat_10,36.0
2,age_swap,2000,stat_11,22.0
2,age_swap,2000,stat_12,12.0
2,age_swap,2000,stat_13,20.0
2,age_swap,2000,stat_14,23.0
2,age_swap,2000,stat_15,19.0
2,age_swap,2000,stat_16,17.0
2,age_swap,2000,stat_17,11.0
2,age_swap,2000,stat_18,5.0
2,age_swap,2000,stat_19,19.0
2,age_swap,2000,stat_20,17.0
2,age_swap,2000,stat_21,22.0
2,age_swap,2000,stat_22,26.0
3,age_change,500,stat_00,75.0
3,age_change,500,stat_01,62.0
3,age_change,500,stat_02,26.0
3,age_change,500,stat_03,152.0
3,age_change,500,stat_04,130.0
3,age_change,500,stat_05,9.0
3,age_change,500,stat_06,0.0
3,age_change,500,stat_07,17.0
3,age_change,500,stat_08,14.0
3,age_change,500,stat_09,47.0
3,age_change,500,stat_10,32.0
3,age_change,500,stat_11,18.0
3,age_change,500,stat_12,8.0
3,age_change,500,stat_13,12.0
3,age_change,500,stat_14,11.0
3,age_change,500,stat_15,21.0
3,age_change,500,stat_16,15.0
3,age_change,500,stat_17,6.0
3,age_change,500,stat_18,4.0
3,age_change,500,stat_19,17.0
3,age_change,500,stat_20,17.0
3,age_change,500,stat_21,18.0
3,age_change,500,stat_22,24.0
3,age_swap,500,stat_00,79.0
3,age_swap,500,stat_01,78.0
3,age_swap,500,stat_02,47.0
3,age_swap,500,stat_03,162.0
3,age_swap,500,stat_04,148.0
3,age_swap,500,stat_05,9.0
3,age_swap,500,stat_06,0.0
3,age_swap,500,stat_07,17.0
3,age_swap,500,stat_08,14.0
3,age_swap,500,stat_09,67.0
3,age_swap,500,stat_10,44.0
3,age_swap,500,stat_11,22.0
3,age_swap,500,stat_12,12.0
3,age_swap,500,stat_13,18.0
3,age_swap,500,stat_14,25.0
3,age_swap,500,stat_15,21.0
3,age_swap,500,stat_16,15.0
3,age_swap,500,stat_17,6.0
3,age_swap,500,stat_18,10.0
3,age_swap,500,stat_19,17.0
3,age_swap,500,stat_20,19.0
3,age_swap,500,stat_21,22.0
3,age_swap,500,stat_22,26.0
3,age_change,2000,stat_00,75.0
3,age_change,2000,stat_01,62.0
3,age_change,2000,stat_02,26.0
3,age_change,2000,stat_03,152.0
3,age_change,2000,stat_04,130.0
3,age_change,2000,stat_05,9.0
3,age_change,2000,stat_06,0.0
3,age_change,2000,stat_07,17.0
3,age_change,2000,stat_08,14.0
3,age_change,2000,stat_09,47.0
3,age_change,2000,stat_10,32.0
3,age_change,2000,stat_11,18.0
3,age_change,2000,stat_12,8.0
3,age_change,2000,stat_13,12.0
3,age_change,2000,stat_14,11.0
3,age_change,2000,stat_15,21.0
3,age_change,2000,stat_16,15.0
3,age_change,2000,stat_17,6.0
3,age_change,2000,stat_18,4.0
3,age_change,2000,stat_19,17.0
3,age_change,2000,stat_20,17.0
3,age_change,2000,stat_21,18.0
3,age_change,2000,stat_22,24.0
3,age_swap,2000,stat_00,79.0
3,age_swap,2000,stat_01,78.0
3,age_swap,2000,stat_02,47.0
3,age_swap,2000,stat_03,162.0
3,age_swap,2000,stat_04,148.0
3,age_swap,2000,stat_05,9.0
3,age_swap,2000,stat_06,0.0
3,age_swap,2000,stat_07,17.0
3,age_swap,2000,stat_08,14.0
3,age_swap,2000,stat_09,67.0
3,age_swap,2000,stat_10,44.0
3,age_swap,2000,stat_11,22.0
3,age_swap,2000,stat_12,12.0
3,age_swap,2000,stat_13,18.0
3,age_swap,2000,stat_14,25.0
3,age_swap,2000,stat_15,21.0
3,age_swap,2000,stat_16,15.0
3,age_swap,2000,stat_17,6.0
3,age_swap,2000,stat_18,10.0
3,age_swap,2000,stat_19,17.0
3,age_swap,2000,stat_20,19.0
3,age_swap,2000,stat_21,22.0
3,age_swap,2000,stat_22,26.0
